application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2021-0515,2021-12-13,2021-12-24,2021,12,4,Zoning Certificate,Released,"Castillo, J.",Sampaguita,Boundary Dispute Resolution,Commercial (C-1),13.882069,121.197099,433,,5,1626.64,9,1,26.0,3.48,20
ZA-2021-0516,2021-12-14,2022-01-03,2021,12,4,Locational Clearance,Released,"Cruz, M.",Pinagtongulan,Food Establishment,Commercial (C-1),13.845538,121.242473,573,427.0,2,1804.58,14,1,36.3,3.85,20
ZA-2021-0517,2021-12-15,2022-01-07,2021,12,4,Locational Clearance,Released,"Bautista, R.",Lodlod,Residential House Construction,Residential Medium Density (R-2),13.876192,121.222712,449,268.0,1,1226.11,17,1,37.0,3.79,20
ZA-2021-0518,2021-12-16,2021-12-24,2021,12,4,Zoning Certificate,Released,"Garduque, H.",Sico,Boundary Dispute Resolution,Commercial (C-1),13.842774,121.200078,530,,5,1201.14,6,1,62.3,3.97,20
ZA-2021-0519,2021-12-23,2022-02-21,2021,12,4,Development Permit,Released,"Garduque, H.",Tambo,New Residential Subdivision,Residential Low Density (R-1),13.85731,121.198933,1097,380.0,1,4408.57,42,1,37.9,3.73,20
ZA-2021-0520,2021-12-23,2022-01-10,2021,12,4,Zoning Certificate,Released,"Garduque, H.",Tambo,Bank/Loan Requirement,Residential Medium Density (R-2),13.834988,121.172598,626,,1,1535.16,12,1,75.2,4.16,20
ZA-2021-0521,2021-12-30,2022-01-13,2021,12,4,Locational Clearance,Released,"Castillo, J.",Mataas na Lupa,Car Wash,Commercial (C-2),13.849785,121.190373,1603,612.0,2,4031.99,10,1,44.0,3.13,20
ZA-2022-0522,2022-01-05,2022-02-22,2022,1,1,Development Permit,Released,"Cruz, M.",Latag,Eco-Tourism Site,Residential Low Density (R-1),13.860955,121.212161,423,377.0,1,2395.96,34,0,10.2,5.43,22
ZA-2022-0523,2022-01-05,2022-02-01,2022,1,1,Locational Clearance,Released,"Garduque, H.",Lodlod,Car Wash,Residential Low Density (R-1),13.897609,121.171759,554,232.0,1,1353.08,19,1,0.0,5.98,22
ZA-2022-0524,2022-01-05,2022-02-02,2022,1,1,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay III,Poultry/Livestock Farm,Residential Medium Density (R-2),13.875354,121.182468,670,320.0,1,1961.62,20,0,38.6,5.99,22
ZA-2022-0525,2022-01-05,2022-01-25,2022,1,1,Locational Clearance,Released,"Castillo, J.",Tulo,Food Establishment,Industrial (I-1),13.87202,121.177234,2352,1001.0,1,6787.41,14,0,11.7,5.5,22
ZA-2022-0526,2022-01-07,2022-01-14,2022,1,1,Zoning Certificate,Released,"Bautista, R.",Tulo,Boundary Dispute Resolution,Industrial (I-1),13.848057,121.231827,1282,,5,3180.89,5,1,8.1,5.67,22
ZA-2022-0527,2022-01-07,2022-01-11,2022,1,1,Zoning Certificate,Released,"Bautista, R.",Halang,Business Permit Application,Residential Medium Density (R-2),13.876578,121.185231,595,,1,1576.4,2,0,0.0,5.56,22
ZA-2022-0528,2022-01-07,2022-01-12,2022,1,1,Zoning Certificate,Released,"Tipan, S.",Parang,Estate Settlement,Commercial (C-2),13.851219,121.216285,983,,2,2116.98,3,0,22.6,5.83,22
ZA-2022-0529,2022-01-12,2022-01-18,2022,1,1,Zoning Certificate,Released,"Garduque, H.",Poblacion Barangay III,Business Permit Application,Commercial (C-2),13.872058,121.239346,1545,,2,5134.16,4,1,1.0,5.83,22
ZA-2022-0530,2022-01-12,2022-02-03,2022,1,1,Locational Clearance,Released,"Garduque, H.",Mabini,Warehouse/Storage Facility,Commercial (C-2),13.877609,121.176891,765,569.0,2,3099.15,16,0,39.2,5.41,22
ZA-2022-0531,2022-01-13,2022-01-28,2022,1,1,Zoning Certificate,Released,"Castillo, J.",Sico,Boundary Dispute Resolution,Residential Medium Density (R-2),13.886903,121.187237,459,,1,1155.65,11,1,0.0,5.8,22
ZA-2022-0532,2022-01-13,2022-01-27,2022,1,1,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay III,Poultry/Livestock Farm,Industrial (I-1),13.89427,121.17525,5514,4901.0,1,14242.93,10,1,9.1,6.46,22
ZA-2022-0533,2022-01-14,2022-01-26,2022,1,1,Locational Clearance,Released,"Garduque, H.",Mataas na Lupa,Food Establishment,Residential Low Density (R-1),13.886149,121.215012,898,621.0,1,2989.59,8,1,0.0,6.04,22
ZA-2022-0534,2022-01-17,2022-01-26,2022,1,1,Zoning Certificate,Released,"Bautista, R.",San Jose,Estate Settlement,Industrial (I-1),13.897327,121.206177,4841,,1,10129.29,7,1,0.0,5.7,22
ZA-2022-0535,2022-01-17,2022-02-10,2022,1,1,Locational Clearance,Released,"Castillo, J.",Lumbang,Medical Clinic,Residential Low Density (R-1),13.826661,121.227965,294,256.0,1,1364.6,18,1,12.1,6.11,22
ZA-2022-0536,2022-01-18,2022-02-23,2022,1,1,Locational Clearance,Released,"Tipan, S.",Parang,Warehouse/Storage Facility,Residential Medium Density (R-2),13.850095,121.199387,349,197.0,1,1367.67,26,1,16.8,6.21,22
ZA-2022-0537,2022-01-21,2022-03-08,2022,1,1,Locational Clearance,Released,"Cruz, M.",Halang,Subdivision Development,Commercial (C-1),13.894673,121.227883,522,270.0,2,2000.4,32,1,22.4,6.36,22
ZA-2022-0538,2022-01-25,2022-02-11,2022,1,1,Locational Clearance,Released,"Bautista, R.",Tulo,Residential House Construction,Residential Low Density (R-1),13.826518,121.185467,801,254.0,1,1733.66,13,1,53.9,5.77,22
ZA-2022-0539,2022-01-27,2022-02-16,2022,1,1,Locational Clearance,Released,"Tipan, S.",Marawoy,Warehouse/Storage Facility,Residential Low Density (R-1),13.87958,121.183459,654,379.0,1,1691.46,14,1,44.7,5.75,22
ZA-2022-0540,2022-01-28,2022-02-23,2022,1,1,Locational Clearance,Released,"Cruz, M.",Calumpang,Food Establishment,Institutional (Inst),13.853417,121.175847,250,118.0,5,1321.61,18,0,0.0,6.28,22
ZA-2022-0541,2022-01-31,2022-03-08,2022,1,1,Development Permit,Released,"Cruz, M.",Sampaguita,Industrial Plant Expansion,Residential Medium Density (R-2),13.897474,121.213244,711,216.0,1,3831.73,26,0,18.3,6.0,22
ZA-2022-0542,2022-01-31,2022-02-16,2022,1,1,Locational Clearance,Released,"Tipan, S.",Latag,Poultry/Livestock Farm,Residential Low Density (R-1),13.856437,121.216572,478,337.0,1,1883.52,12,1,7.0,5.49,22
ZA-2022-0543,2022-02-01,2022-03-28,2022,2,1,Development Permit,Released,"Bautista, R.",Lumbang,Memorial Park Development,Commercial (C-2),13.892977,121.186748,920,554.0,1,2971.33,39,0,36.8,5.87,20
ZA-2022-0544,2022-02-08,2022-05-18,2022,2,1,Development Permit,Released,"Bautista, R.",Iligan,New Residential Subdivision,Agricultural (A),13.842381,121.215196,8441,5217.0,1,15640.84,71,0,11.7,5.75,20
ZA-2022-0545,2022-02-08,2022-02-21,2022,2,1,Zoning Certificate,Released,"Castillo, J.",Pinagtongulan,Bank/Loan Requirement,Commercial (C-1),13.859855,121.196362,328,,1,904.07,9,1,38.1,6.14,20
ZA-2022-0546,2022-02-10,2022-02-25,2022,2,1,Locational Clearance,Released,"Bautista, R.",Tulo,Commercial Building Construction,Residential Low Density (R-1),13.891088,121.196326,449,319.0,1,1878.32,11,0,26.3,5.84,20
ZA-2022-0547,2022-02-11,2022-02-28,2022,2,1,Locational Clearance,Released,"Cruz, M.",Lumbang,Commercial Building Construction,Agricultural (A),13.835933,121.203984,1493,1291.0,1,3847.37,11,1,15.6,6.02,20
ZA-2022-0548,2022-02-16,2022-03-08,2022,2,1,Locational Clearance,Released,"Tipan, S.",Bulacnin,Gasoline Station,Residential Low Density (R-1),13.840982,121.204886,445,337.0,1,1581.4,14,1,22.0,5.57,20
ZA-2022-0549,2022-02-18,2022-03-10,2022,2,1,Locational Clearance,Released,"Castillo, J.",Bulacnin,Warehouse/Storage Facility,Residential Low Density (R-1),13.881972,121.214972,769,503.0,1,1785.32,14,1,23.5,5.5,20
ZA-2022-0550,2022-02-22,2022-02-28,2022,2,1,Locational Clearance,Released,"Garduque, H.",Sico,Car Wash,Commercial (C-1),13.822599,121.217622,527,198.0,2,2176.7,4,1,25.3,5.95,20
ZA-2022-0551,2022-02-24,2022-04-13,2022,2,1,Development Permit,Released,"Cruz, M.",Poblacion Barangay I,Eco-Tourism Site,Residential Medium Density (R-2),13.854427,121.195624,503,297.0,1,3141.44,34,0,11.3,5.38,20
ZA-2022-0552,2022-02-24,2022-03-04,2022,2,1,Locational Clearance,Released,"Castillo, J.",Tulo,Place of Worship,Residential Low Density (R-1),13.841444,121.234917,1155,375.0,1,3392.35,6,0,9.5,5.82,20
ZA-2022-0553,2022-02-24,2022-03-09,2022,2,1,Zoning Certificate,Released,"Garduque, H.",San Jose,Boundary Dispute Resolution,Industrial (I-1),13.897516,121.227117,2130,,1,6720.62,9,1,39.9,5.81,20
ZA-2022-0554,2022-02-28,2022-03-09,2022,2,1,Locational Clearance,Released,"Garduque, H.",Latag,Medical Clinic,Open Space (OS),13.869806,121.170804,737,273.0,1,2229.55,7,1,23.2,5.79,20
ZA-2022-0555,2022-03-03,2022-03-10,2022,3,1,Zoning Certificate,Released,"Garduque, H.",Tambo,Estate Settlement,Residential Medium Density (R-2),13.868303,121.193914,244,,1,1073.04,5,1,35.8,5.39,22
ZA-2022-0556,2022-03-04,2022-03-18,2022,3,1,Locational Clearance,Released,"Castillo, J.",Talisay,Commercial Building Construction,Agricultural (A),13.882438,121.186094,3783,3328.0,1,9180.89,10,1,13.9,5.78,22
ZA-2022-0557,2022-03-09,2022-03-28,2022,3,1,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Residential House Construction,Residential Low Density (R-1),13.824187,121.232628,325,99.0,1,1369.42,13,1,29.5,5.92,22
ZA-2022-0558,2022-03-10,2022-05-06,2022,3,1,Development Permit,Released,"Cruz, M.",Iligan,Industrial Plant Expansion,Residential Low Density (R-1),13.832455,121.188053,618,374.0,1,3153.69,41,0,21.2,5.99,22
ZA-2022-0559,2022-03-10,2022-05-17,2022,3,1,Development Permit,Released,"Bautista, R.",Halang,Commercial Complex Development,Institutional (Inst),13.894095,121.170728,361,149.0,3,2676.96,48,0,21.9,5.76,22
ZA-2022-0560,2022-03-16,2022-03-29,2022,3,1,Zoning Certificate,Released,"Cruz, M.",Sampaguita,Building Permit Requirement,Residential Low Density (R-1),13.83508,121.234397,443,,1,1504.04,9,1,32.9,5.54,22
ZA-2022-0561,2022-03-16,2022-03-24,2022,3,1,Locational Clearance,Released,"Cruz, M.",Iligan,Car Wash,Residential Low Density (R-1),13.861746,121.216852,490,311.0,1,1902.2,6,1,28.1,5.54,22
ZA-2022-0562,2022-03-18,2022-03-30,2022,3,1,Locational Clearance,Released,"Garduque, H.",Marawoy,Place of Worship,Residential Medium Density (R-2),13.832387,121.198496,994,330.0,1,2088.99,8,1,11.1,5.96,22
ZA-2022-0563,2022-03-21,2022-04-26,2022,3,1,Locational Clearance,Released,"Bautista, R.",Mataas na Lupa,Residential House Construction,Residential Low Density (R-1),13.890501,121.17623,1213,645.0,1,4302.48,26,1,0.0,5.94,22
ZA-2022-0564,2022-03-21,2022-04-19,2022,3,1,Locational Clearance,Released,"Castillo, J.",Pinagtongulan,Place of Worship,Residential Low Density (R-1),13.879165,121.17693,552,255.0,1,2401.64,21,0,0.0,5.52,22
ZA-2022-0565,2022-03-22,2022-04-06,2022,3,1,Locational Clearance,Released,"Bautista, R.",Santol,Subdivision Development,Residential Medium Density (R-2),13.888352,121.22992,1171,682.0,1,2887.48,11,1,49.6,5.62,22
ZA-2022-0566,2022-03-23,2022-04-11,2022,3,1,Locational Clearance,Released,"Garduque, H.",Latag,Subdivision Development,Commercial (C-1),13.849282,121.234569,414,187.0,4,1458.14,13,1,39.6,5.49,22
ZA-2022-0567,2022-03-24,2022-04-19,2022,3,1,Locational Clearance,Released,"Cruz, M.",Mataas na Lupa,Residential House Construction,Commercial (C-1),13.881128,121.189825,508,192.0,3,1328.67,18,0,28.9,5.55,22
ZA-2022-0568,2022-03-24,2022-06-21,2022,3,1,Development Permit,Released,"Garduque, H.",Sico,New Residential Subdivision,Residential Medium Density (R-2),13.858806,121.213266,679,355.0,1,2780.27,63,1,28.2,5.67,22
ZA-2022-0569,2022-03-29,2022-04-08,2022,3,1,Zoning Certificate,Released,"Tipan, S.",Lodlod,Property Sale/Transfer,Agricultural (A),13.852961,121.181072,6308,,1,14308.49,8,1,42.4,5.89,22
ZA-2022-0570,2022-03-30,2022-04-22,2022,3,1,Locational Clearance,Released,"Tipan, S.",Pinagkawitan,Apartment/Boarding House,Residential Medium Density (R-2),13.855984,121.230508,1386,948.0,1,4340.36,17,1,24.0,5.79,22
ZA-2022-0571,2022-04-01,2022-04-14,2022,4,2,Locational Clearance,Released,"Cruz, M.",Mataas na Lupa,Subdivision Development,Residential Low Density (R-1),13.874857,121.238718,1021,854.0,1,2942.44,9,0,11.6,5.51,21
ZA-2022-0572,2022-04-04,2022-04-08,2022,4,2,Zoning Certificate,Released,"Bautista, R.",Poblacion Barangay I,Business Permit Application,Residential Medium Density (R-2),13.830798,121.193694,376,,1,986.96,4,1,12.8,5.31,21
ZA-2022-0573,2022-04-11,2022-04-27,2022,4,2,Zoning Certificate,Released,"Bautista, R.",Santo Niño,Property Sale/Transfer,Commercial (C-2),13.84656,121.229555,2463,,1,4239.08,12,0,23.3,6.13,21
ZA-2022-0574,2022-04-12,2022-04-14,2022,4,2,Zoning Certificate,Released,"Garduque, H.",Latag,Bank/Loan Requirement,Industrial (I-1),13.872435,121.188655,2267,,2,4920.52,2,1,45.9,5.68,21
ZA-2022-0575,2022-04-14,2022-05-09,2022,4,2,Locational Clearance,Released,"Castillo, J.",Sico,Medical Clinic,Residential Low Density (R-1),13.837422,121.224163,729,522.0,1,2284.73,17,0,3.8,5.88,21
ZA-2022-0576,2022-04-18,2022-04-26,2022,4,2,Locational Clearance,Released,"Garduque, H.",Talisay,Residential House Construction,Residential Low Density (R-1),13.865697,121.229632,971,723.0,1,2446.64,6,1,55.5,5.35,21
ZA-2022-0577,2022-04-21,2022-07-26,2022,4,2,Development Permit,Released,"Tipan, S.",Santo Niño,Memorial Park Development,Residential Medium Density (R-2),13.838566,121.226712,311,179.0,1,2523.49,68,1,43.4,5.89,21
ZA-2022-0578,2022-04-21,2022-04-26,2022,4,2,Zoning Certificate,Released,"Bautista, R.",Latag,Building Permit Requirement,Residential Medium Density (R-2),13.843296,121.231781,560,,1,1898.46,3,1,32.5,6.37,21
ZA-2022-0579,2022-04-22,2022-04-29,2022,4,2,Zoning Certificate,Released,"Cruz, M.",Halang,Property Sale/Transfer,Residential Medium Density (R-2),13.884581,121.206771,240,,1,1139.73,5,0,25.2,5.5,21
ZA-2022-0580,2022-04-25,2022-05-05,2022,4,2,Zoning Certificate,Released,"Cruz, M.",Poblacion Barangay I,Estate Settlement,Agricultural (A),13.895076,121.183687,3749,,2,8161.47,8,1,36.4,5.85,21
ZA-2022-0581,2022-04-28,2022-05-18,2022,4,2,Locational Clearance,Released,"Bautista, R.",Lumbang,School/Learning Center,Residential Low Density (R-1),13.899427,121.202632,304,248.0,1,1479.79,14,1,34.9,5.94,21
ZA-2022-0582,2022-05-02,2022-06-01,2022,5,2,Locational Clearance,Released,"Garduque, H.",Sampaguita,Gasoline Station,Commercial (C-2),13.842948,121.192436,545,263.0,1,2151.87,22,0,117.2,5.71,22
ZA-2022-0583,2022-05-04,2022-05-18,2022,5,2,Zoning Certificate,Released,"Tipan, S.",Talisay,Boundary Dispute Resolution,Industrial (I-1),13.838583,121.240504,2565,,2,7639.78,10,0,110.0,5.58,22
ZA-2022-0584,2022-05-06,2022-06-06,2022,5,2,Development Permit,Released,"Tipan, S.",Mabini,Memorial Park Development,Commercial (C-1),13.878944,121.206273,418,344.0,1,2742.91,21,1,126.4,5.72,22
ZA-2022-0585,2022-05-06,2022-07-15,2022,5,2,Development Permit,Released,"Bautista, R.",Tambo,Resort/Tourism Facility,Open Space (OS),13.884407,121.238046,164,99.0,2,1818.94,50,0,106.3,6.18,22
ZA-2022-0586,2022-05-09,2022-05-16,2022,5,2,Locational Clearance,Released,"Cruz, M.",San Jose,Food Establishment,Industrial (I-1),13.896929,121.195028,3291,1587.0,1,6555.35,5,1,106.4,5.82,22
ZA-2022-0587,2022-05-12,2022-06-23,2022,5,2,Development Permit,Released,"Tipan, S.",Mabini,Commercial Complex Development,Commercial (C-1),13.883975,121.229158,310,104.0,1,2125.36,30,1,115.1,5.25,22
ZA-2022-0588,2022-05-18,2022-06-16,2022,5,2,Development Permit,Released,"Castillo, J.",Kayumanggi,Reclamation Project,Industrial (I-1),13.88876,121.226783,1984,972.0,1,5362.17,21,0,119.0,6.57,22
ZA-2022-0589,2022-05-20,2022-06-01,2022,5,2,Zoning Certificate,Released,"Bautista, R.",Marawoy,Business Permit Application,Residential Medium Density (R-2),13.874087,121.2024,160,,1,727.38,8,1,111.6,6.05,22
ZA-2022-0590,2022-05-25,2022-06-08,2022,5,2,Locational Clearance,Released,"Cruz, M.",Bulacnin,School/Learning Center,Residential Low Density (R-1),13.897442,121.24318,498,420.0,1,1824.99,10,1,104.5,5.69,22
ZA-2022-0591,2022-05-26,2022-06-29,2022,5,2,Development Permit,Released,"Tipan, S.",Latag,Commercial Complex Development,Residential Medium Density (R-2),13.892673,121.232503,257,146.0,1,2157.84,24,1,122.4,5.38,22
ZA-2022-0592,2022-05-26,2022-06-08,2022,5,2,Locational Clearance,Released,"Garduque, H.",Iligan,Warehouse/Storage Facility,Agricultural (A),13.826217,121.212589,7958,6730.0,1,28149.14,9,0,123.0,5.54,22
ZA-2022-0593,2022-05-26,2022-06-06,2022,5,2,Zoning Certificate,Released,"Garduque, H.",Iligan,Business Permit Application,Open Space (OS),13.826633,121.2196,224,,3,854.44,7,1,101.2,6.07,22
ZA-2022-0594,2022-05-30,2022-07-05,2022,5,2,Development Permit,Released,"Castillo, J.",Sampaguita,New Residential Subdivision,Residential Low Density (R-1),13.881379,121.186471,402,225.0,1,2466.45,26,1,112.1,5.69,22
ZA-2022-0595,2022-06-02,2022-06-13,2022,6,2,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay II,Medical Clinic,Industrial (I-1),13.892061,121.2444,1110,961.0,1,3860.12,7,1,179.1,5.75,21
ZA-2022-0596,2022-06-03,2022-06-15,2022,6,2,Locational Clearance,Released,"Tipan, S.",Sampaguita,Mini-Grocery/Sari-Sari Store,Commercial (C-1),13.823023,121.22147,148,124.0,1,863.31,8,1,158.4,6.01,21
ZA-2022-0597,2022-06-06,2022-06-17,2022,6,2,Locational Clearance,Released,"Castillo, J.",Santol,Food Establishment,Commercial (C-1),13.843349,121.183821,363,294.0,4,1593.97,9,1,196.3,5.73,21
ZA-2022-0598,2022-06-15,2022-07-25,2022,6,2,Locational Clearance,Released,"Garduque, H.",Bolbok,School/Learning Center,Residential Low Density (R-1),13.865271,121.219244,251,216.0,1,990.09,28,1,183.5,5.66,21
ZA-2022-0599,2022-06-16,2022-07-01,2022,6,2,Zoning Certificate,Released,"Cruz, M.",Halang,Building Permit Requirement,Residential Medium Density (R-2),13.827482,121.204169,962,,1,2875.6,11,1,155.3,5.72,21
ZA-2022-0600,2022-06-16,2022-07-22,2022,6,2,Locational Clearance,Released,"Tipan, S.",Mabini,Gasoline Station,Industrial (I-1),13.873841,121.173757,2963,1440.0,2,8478.59,26,0,207.7,5.91,21
ZA-2022-0601,2022-06-17,2022-06-30,2022,6,2,Locational Clearance,Released,"Tipan, S.",Iligan,Food Establishment,Agricultural (A),13.857902,121.205742,3928,3258.0,1,7872.27,9,0,194.3,5.16,21
ZA-2022-0602,2022-06-20,2022-07-05,2022,6,2,Zoning Certificate,Released,"Garduque, H.",Munting Pulo,Property Sale/Transfer,Agricultural (A),13.851978,121.246296,10002,,1,35004.53,11,1,164.4,6.09,21
ZA-2022-0603,2022-06-20,2022-06-28,2022,6,2,Locational Clearance,Released,"Castillo, J.",Plaridel,Warehouse/Storage Facility,Residential Low Density (R-1),13.824855,121.203067,996,580.0,1,2724.25,6,1,152.1,6.28,21
ZA-2022-0604,2022-06-23,2022-08-18,2022,6,2,Development Permit,Released,"Cruz, M.",Sampaguita,Memorial Park Development,Residential Low Density (R-1),13.862929,121.244786,700,534.0,1,3422.39,40,1,189.4,5.89,21
ZA-2022-0605,2022-06-28,2022-07-19,2022,6,2,Development Permit,Released,"Castillo, J.",Halang,New Residential Subdivision,Residential Low Density (R-1),13.895752,121.189257,360,210.0,1,2536.62,15,1,181.6,5.76,21
ZA-2022-0606,2022-06-29,2022-07-25,2022,6,2,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay I,Gasoline Station,Residential Medium Density (R-2),13.869721,121.173104,527,369.0,1,2030.27,18,1,191.6,5.67,21
ZA-2022-0607,2022-07-01,2022-08-02,2022,7,3,Locational Clearance,Released,"Tipan, S.",Bolbok,Gasoline Station,Commercial (C-2),13.8393,121.186659,834,439.0,2,2856.02,22,1,221.3,5.62,23
ZA-2022-0608,2022-07-04,2022-07-15,2022,7,3,Locational Clearance,Released,"Castillo, J.",Iligan,Mini-Grocery/Sari-Sari Store,Commercial (C-1),13.826283,121.198512,321,193.0,2,1378.06,9,1,215.0,6.29,23
ZA-2022-0609,2022-07-04,2022-08-04,2022,7,3,Locational Clearance,Released,"Cruz, M.",Pinagtongulan,Poultry/Livestock Farm,Industrial (I-1),13.850678,121.182178,3755,2238.0,1,8107.58,23,0,191.5,6.09,23
ZA-2022-0610,2022-07-07,2022-08-15,2022,7,3,Locational Clearance,Released,"Bautista, R.",Santo Niño,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.855891,121.213015,1147,651.0,1,2588.4,27,1,226.9,5.99,23
ZA-2022-0611,2022-07-08,2022-07-18,2022,7,3,Locational Clearance,Released,"Bautista, R.",Santo Niño,Subdivision Development,Agricultural (A),13.878362,121.171627,13151,5134.0,1,20561.83,6,1,209.0,5.36,23
ZA-2022-0612,2022-07-11,2022-08-09,2022,7,3,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay II,School/Learning Center,Residential Low Density (R-1),13.82958,121.234212,512,439.0,1,1420.72,21,1,216.0,5.72,23
ZA-2022-0613,2022-07-12,2022-08-01,2022,7,3,Locational Clearance,Released,"Castillo, J.",Santol,Place of Worship,Commercial (C-1),13.822744,121.209805,1352,1037.0,4,4270.29,14,1,204.8,5.69,23
ZA-2022-0614,2022-07-18,2022-07-22,2022,7,3,Locational Clearance,Released,"Castillo, J.",Lumbang,Subdivision Development,Institutional (Inst),13.83461,121.215918,302,204.0,1,1058.52,4,1,222.6,6.41,23
ZA-2022-0615,2022-07-19,2022-08-18,2022,7,3,Locational Clearance,Released,"Bautista, R.",Talisay,School/Learning Center,Residential Low Density (R-1),13.871848,121.171469,324,246.0,1,1262.04,22,1,227.8,6.26,23
ZA-2022-0616,2022-07-25,2022-08-09,2022,7,3,Locational Clearance,Released,"Garduque, H.",Bulacnin,Residential House Construction,Agricultural (A),13.830168,121.198538,3527,1251.0,2,6993.29,11,0,227.4,5.9,23
ZA-2022-0617,2022-08-02,2022-08-25,2022,8,3,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Gasoline Station,Residential Medium Density (R-2),13.890519,121.203273,239,81.0,1,1036.61,17,1,201.3,5.87,22
ZA-2022-0618,2022-08-02,2022-08-16,2022,8,3,Locational Clearance,Released,"Bautista, R.",Munting Pulo,Subdivision Development,Residential Low Density (R-1),13.825266,121.225406,261,159.0,1,1327.74,10,0,207.9,5.85,22
ZA-2022-0619,2022-08-03,2022-09-01,2022,8,3,Development Permit,Released,"Castillo, J.",Parang,Industrial Plant Expansion,Residential Medium Density (R-2),13.825637,121.192251,517,428.0,1,2412.52,21,1,200.9,5.75,22
ZA-2022-0620,2022-08-03,2022-08-24,2022,8,3,Development Permit,Released,"Castillo, J.",Tulo,Industrial Plant Expansion,Open Space (OS),13.879083,121.239348,420,295.0,1,2626.23,15,1,217.3,6.13,22
ZA-2022-0621,2022-08-05,2022-09-13,2022,8,3,Development Permit,Released,"Bautista, R.",Kayumanggi,Mixed-Use Development,Commercial (C-1),13.880305,121.187525,587,269.0,2,3393.16,27,1,226.3,5.5,22
ZA-2022-0622,2022-08-11,2022-08-19,2022,8,3,Zoning Certificate,Released,"Tipan, S.",Iligan,Building Permit Requirement,Commercial (C-2),13.841628,121.235821,957,,1,2522.7,6,0,152.5,6.21,22
ZA-2022-0623,2022-08-15,2022-08-19,2022,8,3,Locational Clearance,Released,"Cruz, M.",Marawoy,Residential House Construction,Residential Low Density (R-1),13.875945,121.22689,721,532.0,1,2688.28,4,1,169.8,5.71,22
ZA-2022-0624,2022-08-17,2022-09-08,2022,8,3,Development Permit,Released,"Cruz, M.",San Jose,Reclamation Project,Commercial (C-1),13.827745,121.208085,467,389.0,2,2854.84,16,1,195.1,5.36,22
ZA-2022-0625,2022-08-18,2022-08-25,2022,8,3,Locational Clearance,Released,"Bautista, R.",Lodlod,Subdivision Development,Commercial (C-1),13.893778,121.217405,386,296.0,2,1574.16,5,1,195.6,5.08,22
ZA-2022-0626,2022-08-18,2022-10-03,2022,8,3,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Residential House Construction,Industrial (I-1),13.885019,121.213341,5377,3182.0,2,10253.1,32,0,200.4,5.65,22
ZA-2022-0627,2022-08-23,2022-08-29,2022,8,3,Zoning Certificate,Released,"Castillo, J.",Tulo,Bank/Loan Requirement,Agricultural (A),13.894719,121.184686,2777,,3,6246.3,4,1,186.5,5.35,22
ZA-2022-0628,2022-08-26,2022-09-08,2022,8,3,Locational Clearance,Released,"Cruz, M.",Plaridel,Poultry/Livestock Farm,Residential Low Density (R-1),13.860729,121.181796,923,530.0,1,3072.06,9,1,212.7,6.4,22
ZA-2022-0629,2022-08-30,2022-09-16,2022,8,3,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Subdivision Development,Residential Low Density (R-1),13.830525,121.194182,568,481.0,1,1861.04,13,1,193.4,5.98,22
ZA-2022-0630,2022-09-05,2022-09-12,2022,9,3,Zoning Certificate,Released,"Castillo, J.",Halang,Building Permit Requirement,Residential Medium Density (R-2),13.847084,121.207875,487,,1,1130.47,5,1,174.6,5.89,21
ZA-2022-0631,2022-09-05,2022-10-17,2022,9,3,Locational Clearance,Released,"Cruz, M.",Bolbok,Commercial Building Construction,Commercial (C-1),13.862555,121.192761,335,265.0,5,1429.65,30,1,161.9,5.7,21
ZA-2022-0632,2022-09-05,2022-09-13,2022,9,3,Zoning Certificate,Released,"Tipan, S.",Sampaguita,Estate Settlement,Commercial (C-1),13.893147,121.191223,461,,5,1326.5,6,0,155.7,5.99,21
ZA-2022-0633,2022-09-09,2022-09-28,2022,9,3,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Food Establishment,Residential Low Density (R-1),13.840503,121.185233,360,117.0,1,1592.54,13,1,153.3,5.44,21
ZA-2022-0634,2022-09-09,2022-10-21,2022,9,3,Development Permit,Released,"Castillo, J.",Mataas na Lupa,Eco-Tourism Site,Commercial (C-2),13.821875,121.204414,453,223.0,1,2776.47,30,1,154.3,6.01,21
ZA-2022-0635,2022-09-09,2022-09-23,2022,9,3,Locational Clearance,Released,"Bautista, R.",Sampaguita,Medical Clinic,Residential Medium Density (R-2),13.83124,121.219804,548,364.0,1,1922.27,10,1,160.3,5.36,21
